tweets,processed_text,sentiment,predicted_sentiment,prediction_probability,top_topics,dataset
apple: $115 matches 8.4% increase in earnings. use 2014q3 eps=$1.42 on your #iphone. #aapl ,match . increas in earnings. use q eps. on your .,0.0,0.0,0.7145364,"Topic 4, Topic 2",test
"rt @jus_trippy: i need new emojis , preferably some brown people an shxt like that @apple","i need new emoji , prefer some brown peopl an shxt like that",-1.0,0.0,0.586109,"Topic 6, Topic 5",test
@shagale @apple why'd you do this to us?!,whyd you do thi to us?!,-1.0,-1.0,0.41558832,"Topic 3, Topic 5",test
@apple i give up. you beat me. trying to manually add music to my iphone has left me a broken man. #itunes #apple,i give up. you beat me. tri to manual add music to my iphon ha left me a broken man.,-1.0,0.0,0.55856395,"Topic 6, Topic 5",test
#russia could #ban #apple inc. #iphone for #lawmakers | @valuewalk  #aapl #tech  for reverse #security reasons,could inc. for for revers reason,0.0,0.0,0.7829734,"Topic 4, Topic 6",test
"@exhibit_k in fact, that should be the emoji for the action. haa. we should write to @apple","in fact, that should be the emoji for the action. haa. we should write to",0.0,0.0,0.778201,"Topic 2, Topic 6",test
rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,fibonacci technic level intraday updat,0.0,0.0,0.9816999,"Topic 4, Topic 1",test
lastpass debuts 'auto-password change' feature for easy password changes [mac blog]  #aapl,lastpass debut autopassword chang featur for easi password chang mac blog,0.0,0.0,0.9574599,"Topic 4, Topic 6",test
so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple,so with io u can delet a contact but it not actual delet fml fuck u,-1.0,-1.0,0.9914751,"Topic 6, Topic 3",test
@redxpower @christmascount yeah and don't make them into tablets @apple,yeah and dont make them into tablet,0.0,0.0,0.7661313,"Topic 2, Topic 5",test
what has @apple done now? rt @mitrebox: ,what ha done now?,0.0,0.0,0.7227205,"Topic 5, Topic 4",test
an osx update just bricked my macbook pro!. @apple fuck..,an osx updat just brick my macbook pro!. fuck..,-1.0,-1.0,0.9535252,"Topic 3, Topic 1",test
#aapl:apple inc. and facebook clash; neither is wrong...,inc. and facebook clash neither is wrong...,0.0,0.0,0.778201,"Topic 3, Topic 2",test
{#ipodplayerpromo #ipod #ipad #itunes #apple #promo #ipodplayerpromo #ipod #ipad #itunes #apple #promo#ipodplayerpromo  @apple @itune},,0.0,0.0,0.778201,"Topic 5, Topic 6",test
.@google trumps @apple in streaming media sales  @mp_gavin,. trump in stream media sale,0.0,0.0,0.71672887,"Topic 6, Topic 1",test
@apple on hold 56 min....,on hold min....,-1.0,0.0,0.74236953,"Topic 1, Topic 5",test
"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! ","studio at , ft. one outlet, computers. we need the batteri of the futur now!!!!",-1.0,0.0,0.79342747,"Topic 5, Topic 3",test
got some stuff @apple store &amp; @macys for men #fashionshowmakl,got some stuff store for men,1.0,-1.0,0.42116624,"Topic 4, Topic 5",test
@fastcoexist if you use @apple congrats you just gave the government permission to spy on you.  #apple,if you use congrat you just gave the govern permiss to spi on you.,-1.0,0.0,0.5084957,"Topic 5, Topic 3",test
@allandthompson @apple let me just go ahead and get this one out of the way: 'u gonna get a virus &amp; ur whole house will explode!',let me just go ahead and get thi one out of the way u gonna get a viru ur whole hous will explode!,-1.0,-1.0,0.7262824,"Topic 2, Topic 5",test
@redxpower @christmascount @apple but these phones make people fat lol,but these phone make peopl fat lol,-1.0,-1.0,0.6227365,"Topic 5, Topic 3",test
new questions in #mobile  #goog #googl #aapl #amzn #fb #ssnlf ,new question in,0.0,0.0,0.82831216,"Topic 3, Topic 5",test
"@apple [#apple] #loop: #iphone6s rumors, #jobs and wozniak's garage myth, iphone 6c .... (#saturday, 6 #december) ","rumors, and wozniak garag myth, iphon c .... ,",0.0,0.0,0.81381136,"Topic 4, Topic 2",test
"@apple bought a new iphone 6, never gets reception in the same places my 4s did and battery life is worse. #nomoreapple","bought a new iphon , never get recept in the same place my s did and batteri life is worse.",-1.0,-1.0,0.8690276,"Topic 5, Topic 4",test
"@apple, for the love of gawd, center the '1'on the damn calendar app. you fixed it once, its back, off center, again! ",", for the love of gawd, center the on the damn calendar app. you fix it once, it back, off center, again!",-1.0,-1.0,0.75812864,"Topic 5, Topic 4",test
"hey @apple - hundreds of  black, white, brown, yellow #ericgarner protestors bum-rushed yo store to stage a die-in &amp; nothing was stolen. xo","hey hundr of black, white, brown, yellow protestor bumrush yo store to stage a diein noth wa stolen. xo",0.0,0.0,0.8194202,"Topic 5, Topic 2",test
steve jobs predicted future of e-commerce back in 1996 &amp; got it exactly right!  via @sai #ecommerce #aapl,steve job predict futur of ecommerc back in got it exactli right! via,1.0,1.0,0.578775,"Topic 2, Topic 5",test
. @mattz62 we'll find out when i go to the @apple store and see what they say.,. well find out when i go to the store and see what they say.,0.0,0.0,0.6848363,"Topic 3, Topic 4",test
90% nd i aint even leave the house yet @apple water u doin fam,nd i aint even leav the hous yet water u doin fam,-1.0,0.0,0.54390746,"Topic 1, Topic 2",test
i could really kick @apple 's ass. this iphone 6 battery sucks moldy dick on a tuesday night ! worst shit ever. only last 4 fucking hours.,i could realli kick s ass. thi iphon batteri suck moldi dick on a tuesday night ! worst shit ever. onli last fuck hours.,-1.0,-1.0,0.9994349,"Topic 3, Topic 5",test
@tim_cook not happy with @apple @appstore backwards compatibility should be a given.  it is for my other apps why not aperture?? money grab?,not happi with backward compat should be a given. it is for my other app whi not apeure?? money grab?,-1.0,-1.0,0.89198804,"Topic 6, Topic 4",test
two things i have an issue with @apple are:  iphone memory is $100 more for 16gbs. too $$$  also ipad n ipad mini price way too high,two thing i have an issu with are iphon memori is more for gbs. too also ipad n ipad mini price way too high,-1.0,0.0,0.8313409,"Topic 5, Topic 2",test
@lawschoolsrat you see @apple ? this is your problem. not ours.,you see ? thi is your problem. not ours.,-1.0,-1.0,0.5832703,"Topic 5, Topic 1",test
"trade $aapl #free nightly updates are #posted here on #twitter, or you can visit the #trade #aapl free #website here ","trade nightli updat are here on , or you can visit the free here",0.0,0.0,0.9183645,"Topic 1, Topic 6",test
those** pick up the slack you fuck boys @apple,those pick up the slack you fuck boy,-1.0,-1.0,0.9340389,"Topic 3, Topic 5",test
why is it so hard to reach / buy suicide squad comics at apple store in turkey? @apple @dccomics @appleturkey,whi is it so hard to reach buy suicid squad comic atstor in turkey?,-1.0,-1.0,0.5225464,"Topic 6, Topic 4",test
@charlesjmeyer @apple @appy_geek hasn't apple been doing this for decades? this is why i don't support apple. #apple #deletegame,hasntbeen do thi for decades? thi is whi i dont suppo.,-1.0,-1.0,0.7860312,"Topic 2, Topic 6",test
"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! ","studio at , ft. one outlet, computers. we need the batteri of the futur now!!!!",0.0,0.0,0.79342747,"Topic 5, Topic 3",test
"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! ","studio at , ft. one outlet, computers. we need the batteri of the futur now!!!!",0.0,0.0,0.79342747,"Topic 5, Topic 3",test
"totally missed that @apple are giving away iphoto, imovie +iwork free of charge to all new ipad owners. awesome move!","total miss that are give away iphoto, imovi iwork free of charg to all new ipad owners. awesom move!",1.0,1.0,0.8187995,"Topic 2, Topic 5",test
apple inc. patent to protect falling iphones is approved  #aapl,inc. patent to protect fall iphon is approv,0.0,0.0,0.8231036,"Topic 6, Topic 4",test
@darrensproat @nokia @apple don't forget it's #innovation,dont forget it,0.0,0.0,0.6027662,"Topic 3, Topic 6",test
#nasdaq100 #recent #market #exit #4: sold $aapl long for a 10.49% #gain in 20 days. #aapl #forex #trading #stocks,sold long for a . in days.,0.0,0.0,0.7904859,"Topic 4, Topic 5",test
i really want @apple to drop the word book from products so employees will start treating machines with more care. aka stop dropping them.,i realli want to drop the word book from product so employe will statreat machin with more care. aka stop drop them.,0.0,-1.0,0.6232422,"Topic 3, Topic 5",test
@nale when do you think #parable will be accessible in france @apple #appstore,when do you think will be access in franc,0.0,0.0,0.6261334,"Topic 5, Topic 1",test
i can't queue songs on an iphone @apple @timcook #fixit,i cant queue song on an iphon,-1.0,0.0,0.5086271,"Topic 4, Topic 1",test
tim #cook's $100 billion 'mistake' #aapl  ,tim s billion mistak,0.0,0.0,0.7441033,"Topic 2, Topic 5",test
@apple granted patent for invention that stops you smashing your #iphone  ,grant patent for invent that stop you smash your,0.0,0.0,0.6127849,"Topic 6, Topic 4",test
@jmflooores @apple onga eh huhu,onga eh huhu,0.0,0.0,0.778201,"Topic 5, Topic 6",test
drumroll please! joining @apple & @samsung w big #news & new content this wk is: us! the lrwblog redesign!  #happydance,drumrol please! join w big new content thi wk is us! the lrwblog redesign!,1.0,0.0,0.5616894,"Topic 3, Topic 2",test
"menos mal que compre bitcoins en lugar de acciones de @apple, lol","meno mal que compr bitcoin en lugar de accion de , lol",0.0,0.0,0.83148324,"Topic 2, Topic 4",test
"congrats to @apple, mary sotos @worldresources  for green power leadership awards at rem14 @greenemarktplc  ","congrat to , mari soto for green power leadership award at rem",1.0,1.0,0.54304177,"Topic 1, Topic 5",test
"torn between a @googlenexus, @samsungmobile note 4, or an @apple iphone...  lol jk apple, i have a soul. just need to save money for android","torn between a , note , or an iphone... lol jk, i have a soul. just need to save money for android",0.0,0.0,0.6491862,"Topic 5, Topic 6",test
"@google #nexus4 $199 w/o contract. @apple #iphone 5c $549 w/o contract. there's ""premium"" and there's ""yikes!"" ",wo contract. c wo contract. there premium and there yikes!,0.0,0.0,0.778201,"Topic 4, Topic 3",test
that's what happened to my music! @apple deleted music from customers' ipods ,that what happen to my music! delet music from custom ipod,-1.0,-1.0,0.8959179,"Topic 1, Topic 3",test
. @apple why is my computer so slow,. whi is my comput so slow,-1.0,-1.0,0.8516515,"Topic 6, Topic 1",test
#apple planning to spend $161 million on its own auditorium at ... -  #aapl #wwdc ,plan to spend million on it own auditorium at ...,0.0,0.0,0.838967,"Topic 3, Topic 4",test
rt @fazenikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,yea let me just pay dollar for phone so it die at fix your shit,-1.0,-1.0,0.99666923,"Topic 6, Topic 5",test
@apple @ayudamovistarve neither movistar ve nor apple! who should do the unlocking? help.,neither movistar ve nor! who should do the unlocking? help.,0.0,0.0,0.7760923,"Topic 6, Topic 4",test
is apple the most important stock on earth?   #aapl ,isth most impoant stock on eah?,0.0,0.0,0.9205546,"Topic 2, Topic 4",test
there needs to be a texas flag emoji @apple,there need to be a texa flag emoji,0.0,0.0,0.87908006,"Topic 3, Topic 6",test
"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! ","studio at , ft. one outlet, computers. we need the batteri of the futur now!!!!",0.0,0.0,0.79342747,"Topic 5, Topic 3",test
"hey @apple, fuck you for thinking i want text messages to pop up on my computer, ipad and phone.. #thisiswhypeoplegetmurdered","hey , fuck you for think i want text messag to pop up on my computer, ipad and phone..",-1.0,-1.0,0.99854064,"Topic 6, Topic 3",test
confirmed: bose speakers returning to #apple stores after removal earlier this year -  #aapl #beatselectronics,confirm bose speaker return to store after remov earlier thi year,0.0,0.0,0.6975055,"Topic 4, Topic 3",test
@apple your chargers suck ass! they just love to break!,your charger suck ass! they just love to break!,-1.0,-1.0,0.85163164,"Topic 5, Topic 3",test
@applenews @apple what if you guys create an #ishoes5s that would be something #iphone #mac #apple #applenews #appleevent,what if you guy creat an that would be someth,0.0,0.0,0.53946364,"Topic 1, Topic 4",test
"#iphone6plus vs. galaxy note 4: #has @apple [#apple] really snatched away the #phablet .... (#thursday, 4 #decem... ","vs. galaxi note realli snatch away the .... , ...",0.0,0.0,0.8422289,"Topic 4, Topic 2",test
"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! ","studio at , ft. one outlet, computers. we need the batteri of the futur now!!!!",-1.0,0.0,0.79342747,"Topic 5, Topic 3",test
"yes.  rt @garrett_wollman: no, @apple, don't 'remind me tomorrow'. just f'ing tell me what the updates you want to install actually are.","yes. no, , dont remind me tomorrow. just fing tell me what the updat you want to instal actual are.",-1.0,-1.0,0.85235876,"Topic 1, Topic 3",test
principled truths: eddy cue talks to fortune as apple appeals e-book price-fixing judgment. #aapl ,principl truth eddi cue talk to foun asapp ebook pricefix judgment.,0.0,0.0,0.83377296,"Topic 2, Topic 4",test
"my keyboard only ever freezes up when i'm trying to talk to ian, @apple why do u hate the sophian","my keyboard onli ever freez up when im tri to talk to ian, whi do u hate the sophian",-1.0,-1.0,0.9899921,"Topic 5, Topic 3",test
"can we see the evidence, please?  #factcheckthis rt @apple @snopes @moronwatch","can we see the evidence, please?",0.0,0.0,0.778201,"Topic 5, Topic 6",test
rt @sanforddiday: new @apple patent from primesense covers kinect-style 3d spaceçmapping  via @techcrunch #cooltech,new patent from primesens cover kinectstyl d spacemap via,0.0,0.0,0.8742274,"Topic 5, Topic 4",test
"agree! rt @joconfino: nothing short of a disgrace @apple @facebook @amazon refuse 2 divulge carbon emissions to cdp, ","agree! noth shoof a disgrac refus divulg carbon emiss to cdp,",-1.0,-1.0,0.837483,"Topic 2, Topic 6",test
"in case of accident, stay safe with our free @apple app #winnipeg ","in case of accident, stay safe with our free app",0.0,0.0,0.89757246,"Topic 1, Topic 3",test
"#aapl might invest in #tsla to increase r&amp;d plus increase production multi-folds in ev cars, suv,s. by 2015 most of us &amp; china-supercharged.","might invest in to increas rd plu increas product multifold in ev cars, suv,s. by most of us chinasupercharged.",0.0,0.0,0.8874396,"Topic 2, Topic 6",test
this happened to me several times!! fuck you @apple deleted rivals' music from ipods for years... @mailonline,thi happen to me sever times!! fuck you delet rival music from ipod for years...,-1.0,-1.0,0.9873219,"Topic 4, Topic 3",test
"allowing @apple final creative authority, @chase will debut the first spot featuring #applepay this week. ","allow final creativ authority, will debut the first spot featur thi week.",0.0,0.0,0.7527816,"Topic 4, Topic 6",test
dear @apple:  where the ever-lovin' heck did you put the navigation arrows in the itunes store? do you even use your own software?,dear where the everlovin heck did you put the navig arrow in the itun store? do you even use your own software?,-1.0,0.0,0.50866616,"Topic 3, Topic 4",test
what if @apple bought telsa? talent is key. cook has access to musk's bright mind on a permanent basis. read more: ,what if bought telsa? talent is key. cook ha access to musk bright mind on a perman basis. read more,0.0,0.0,0.7815168,"Topic 3, Topic 5",test
in other news i have 1% battery again @apple sort this out,in other news i have batteri again sothi out,-1.0,0.0,0.6392058,"Topic 3, Topic 2",test
rt @swiftkey: we're so excited to be named to @apple's 'app store best of 2014' list this year!  #apple,were so excit to be name to s app store best of list thi year!,1.0,1.0,0.9101104,"Topic 4, Topic 3",test
@apple yo this genius bar shit is worst than the dmv get it the fuck together,yo thi geniu bar shit is worst than the dmv get it the fuck togeth,-1.0,-1.0,0.99966323,"Topic 5, Topic 6",test
butterfingers and @apple do mix: @#applinsider: patents active fall protection system that shifts iphones in midair ,butterfing and do mix patent activ fall protect system that shift iphon in midair,0.0,0.0,0.8127804,"Topic 6, Topic 4",test
@landonboyd93 @mochasucks @renoxalex @apple what about a penis emoji? i'm sick of implying that my dick looks like an eggplant.,what about a peni emoji? im sick of impli that my dick look like an eggplant.,-1.0,1.0,0.524789,"Topic 6, Topic 3",test
any one know how to retrieve deleted texts from iphone.  #apple @apple #textmessage,ani one know how to retriev delet text from iphone.,0.0,0.0,0.6329165,"Topic 3, Topic 6",test
@forbestech #aapl was a fantastic investment...but what will be its future?  how will aapl beat aapl?,wa a fantast investment...but what will be it future? how willbeat?,0.0,0.0,0.8016353,"Topic 5, Topic 4",test
f u @apple ur geniuses can suck my ass!,f u ur genius can suck my ass!,-1.0,-1.0,0.9565412,"Topic 4, Topic 3",test
great piece from @howardlake on @apple &amp; the new #red #app store - profits from exclusive content go to @globalfund: ,great piec from on the new store profit from exclus content go to,1.0,1.0,0.500769,"Topic 4, Topic 5",test
@apple your freaking computer went psycho and ruined my life thanks a lot!!!,your freak comput went psycho and ruin my life thank a lot!!!,-1.0,-1.0,0.8698055,"Topic 1, Topic 2",test
apple plans to launch iphone 6 mini version in 2015  $aapl #aapl ,plan to launch iphon mini version in,0.0,0.0,0.88624954,"Topic 4, Topic 2",test
@apple nl nieuws apple doet niet mee met nfc: tegenslag voor mobiel betalen: apple heeft een bom gelegd onder ...  ,nl nieuwsdoet niet mee met nfc tegenslag voor mobiel betalenheeft een bom gelegd onder ...,0.0,0.0,0.778201,"Topic 5, Topic 6",test
ipad mini unboxing!:  via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing,ipad mini unboxing! via,0.0,0.0,0.92037714,"Topic 6, Topic 2",test
ouch! thieves cut off fingers to get fingerprints to access smart phones.       @apple,ouch! thiev cut off finger to get fingerprint to access smaphones.,-1.0,0.0,0.72421473,"Topic 4, Topic 5",test
@laurelcatherine @apple @gotnewsdotcom that proves nothing..,that prove nothing..,0.0,0.0,0.778201,"Topic 5, Topic 6",test
srsly - get it rt @kinsa check out your local @apple store &amp; pick up our smart thermometer this #flu season    #apple,srsli get itcheck out your local store pick up our smathermomet thi season,0.0,0.0,0.8396657,"Topic 2, Topic 5",test
@apple i hate you why is my phone not working i'm going to freak out,i hate you whi is my phone not work im go to freak out,-1.0,-1.0,0.9981793,"Topic 1, Topic 3",test
"@apple, i really do know my mouse batteries haven't inceased in charge since the last time my mac told me they were low",", i realli do know my mous batteri havent inceas in charg sinc the last time my mac told me they were low",-1.0,-1.0,0.95425516,"Topic 3, Topic 4",test
@apple @press burberry uses iphone 5s to capture spring/summer 2014 runway show: cupert...   ,burberri use iphon s to captur springsumm runway show cupe...,0.0,0.0,0.7849291,"Topic 4, Topic 1",test
@dougrtequan @android @apple @apples @microsoft anyway kinda looks like @android is now the inspiration to all,anyway kinda look like is now the inspir to all,0.0,0.0,0.54341835,"Topic 1, Topic 3",test
"no, el 5s lo toi josiando! de apps que tengan mute! rt @lisbeld: 5s manita? rt mizbuchitos mi banca rota es culpa de @apple :(","no, el s lo toi josiando! de app que tengan mute! s manita?mizbuchito mi banca rota es culpa de",0.0,0.0,0.7932016,"Topic 3, Topic 4",test
#aapl:31 traits all great leaders share...,trait all great leader share...,0.0,1.0,0.60492224,"Topic 1, Topic 2",test
when is @apple going to stop producing these pieces of shit earphones? its about time for earphones that dont tangle! ,when is go to stop produc these piec of shit earphones? it about time for earphon that dont tangle!,-1.0,-1.0,0.97658825,"Topic 3, Topic 5",test
ipad mini first time startup!:  via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox,ipad mini first time staup! via,0.0,0.0,0.91811806,"Topic 1, Topic 2",test
@econsultancy on @apple: the #customer #journey from #search to #checkout  #cx #ux #ecommerce #casestudy,on the from to,0.0,0.0,0.778201,"Topic 5, Topic 6",test
"if i tweet about nandos my phone puts it in caps, i like the iphone six, it knows my favourite restaurant. good phone gg @apple","if i tweet about nando my phone put it in caps, i like the iphon six, it know my favourit restaurant. good phone gg",1.0,0.0,0.43043703,"Topic 2, Topic 3",test
@kate3015 @apple get the new sony,get the new soni,0.0,0.0,0.7827706,"Topic 4, Topic 5",test
@nokia_us @nokia @apple #wp8 @wpcentral ,,0.0,0.0,0.778201,"Topic 5, Topic 6",test
"trademark confusion: apple's app store trademark was rejected in australia, approved in europe  canada  $aapl #aapl ","trademark confus app store trademark wa reject in australia, approv in europ canada",0.0,0.0,0.83766216,"Topic 6, Topic 4",test
@simplyyours_joh @scarfacesheed_ @jcolenc @apple i told him that but he's crazy,i told him that but he crazi,0.0,0.0,0.778201,"Topic 6, Topic 4",test
@apple why can't i fnd netbot on app store !? help asap,whi cant i fnd netbot on app store !? help asap,-1.0,-1.0,0.75575346,"Topic 1, Topic 4",test
@hrhound @mandogallegos nice! if the actor had on an iwatch he'd have the entire suite of @apple products. #sponsordeal,nice! if the actor had on an iwatch hed have the entir suit of products.,0.0,0.0,0.8643536,"Topic 1, Topic 5",test
former apple inc. exec gets a year in prison for selling secrets  #aapl,formerinc. exec get a year in prison for sell secret,-1.0,-1.0,0.49187046,"Topic 5, Topic 4",test
the #applewatch and its $11 billion impact on earnings in one year #aapl ,the and it billion impact on earn in one year,0.0,0.0,0.6039486,"Topic 2, Topic 3",test
"check out @mercedes benz for @apple #ipad 2 &amp; 3 tan leather case 9' device, beige. #mercedesbenz  via @ebay","check out benz for tan leather case device, beige. via",0.0,0.0,0.9202044,"Topic 2, Topic 5",test
swapped my #galaxys2 for an #iphone4s. after one day i'd say i'm an @apple convert!,swap my for an . after one day id say im an conve!,1.0,0.0,0.7294196,"Topic 4, Topic 1",test
rt @shannonmmiller: love the @apple is supporting #hourofcode with workshops! :) ,love the is suppo with workshops!,1.0,1.0,0.92131984,"Topic 5, Topic 2",test
rt @shannonmmiller: love the @apple is supporting #hourofcode with workshops! :) ,love the is suppo with workshops!,1.0,1.0,0.92131984,"Topic 5, Topic 2",test
apple continues beefing up digital audio expertise by hiring dana massie from audience $aapl #aapl ,continu beef up digit audio expeis by hire dana massi from audienc,1.0,0.0,0.90887135,"Topic 4, Topic 2",test
it's weird and a little #upsetting that @theappleinc doesn't have @apple as its handle.,it weird and a littl that doesnt have as it handle.,0.0,-1.0,0.5532733,"Topic 5, Topic 3",test
@apple @ibmbizanalytics mobilefirst enterprise collaboration online. game changer? #doclens  ,mobilefirst enterpris collabor online. game changer?,0.0,0.0,0.778201,"Topic 2, Topic 5",test
foreign currency exchange may be a headwind for apple $aapl #aapl ,foreign currenc exchang may be a headwind for,0.0,0.0,0.802571,"Topic 1, Topic 6",test
rt @chemixcalbieber: '@whoabiebz: get your shit together or i'll guy a samsung galaxy s5 @apple' ,get your shit togeth or ill guy a samsung galaxi s,-1.0,-1.0,0.9942299,"Topic 6, Topic 4",test
check out our founder @gernieb views on @apple &amp; @facebook #eggfreezing benefits for female engineers:  #womenintech,check out our founder view on benefit for femal engin,0.0,0.0,0.80155206,"Topic 4, Topic 5",test
how in the heck isn't there a taco emoji? @apple,how in the heck isnt there a taco emoji?,0.0,0.0,0.79569656,"Topic 3, Topic 6",test
update: new article - i talk about @apple becoming a dominating force with the new a7 chip and ios 7 ~ ,updat new aicl i talk about becom a domin forc with the new a chip and io,1.0,0.0,0.7994849,"Topic 1, Topic 4",test
latest apple products leading in efficiency  @apple #iphone #ipad #plugloads,latestproduct lead in effici,1.0,0.0,0.689207,"Topic 6, Topic 2",test
@apple s new patent against broken screens   @techcrunch #tech #iphone #business #innovation,s new patent against broken screen,0.0,0.0,0.86171,"Topic 1, Topic 4",test
@apple there isn't a puke emoji i'm pissed fix it fat,there isnt a puke emoji im piss fix it fat,-1.0,-1.0,0.9303857,"Topic 5, Topic 6",test
so disappointed in @apple  sold me a macbook air that wont run my apps. so i have to drive hours to return it. they wont let me ship it.,so disappoint in sold me a macbook air that wont run my apps. so i have to drive hour to return it. they wont let me ship it.,-1.0,0.0,0.7147824,"Topic 6, Topic 5",test
"@apple hot news fast turns at le mans with final cut pro x: for the second straight year, french post-producti...  ","hot news fast turn at le man with final cut pro x for the second straight year, french postproducti...",0.0,-1.0,0.49046457,"Topic 1, Topic 4",test
yo @apple where is the update to allow u to access your call history while on the phone?!,yo where is the updat to allow u to access your call histori while on the phone?!,0.0,-1.0,0.52353233,"Topic 6, Topic 5",test
apples earbuds are so fucking weak they literally cannot withstand any god damn damage i have wasted so much money fuck @apple,s earbud are so fuck weak they liter cannot withstand ani god damn damag i have wast so much money fuck,-1.0,-1.0,0.99567056,"Topic 5, Topic 3",test
okay so now the sound to my phone is messed up..i really think you're doing this on purpose @apple,okay so now the sound to my phone is mess up..i realli think your do thi on purpos,-1.0,-1.0,0.86643875,"Topic 4, Topic 5",test
@mazeonpace @apple product line competes with itself. iphone6+ vs. ipad. who needs an ipad any longer!?,product line compet with itself. iphon vs. ipad. who need an ipad ani longer!?,0.0,0.0,0.8836868,"Topic 2, Topic 1",test
apple inc. fails app store trademark appeal  #aapl,inc. fail app store trademark appeal,-1.0,-1.0,0.6794172,"Topic 5, Topic 4",test
another fucking software update? really? @apple,anoth fuck softwar update? really?,-1.0,-1.0,0.9734066,"Topic 3, Topic 6",test
my new mbp is freaking awesome @apple #apple #macbookpro #lovingit,my new mbp is freak awesom,1.0,1.0,0.47240382,"Topic 1, Topic 5",test
rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  ,fibonacci technic level intraday updat,0.0,0.0,0.9816999,"Topic 4, Topic 1",test
crystal baller: rebirth of the 4-inch iphone and other insane apple rumors $aapl #aapl ,crystal baller rebih of the inch iphon and other insanerumor,0.0,0.0,0.8606424,"Topic 1, Topic 2",test
cnbctv:  bulls running with #gopro &amp; #apple #gpro #aapl  ,cnbctv bull run with,0.0,0.0,0.778201,"Topic 4, Topic 5",test
i have to be honest. my once great fanaticism for @apple is turning into an equally great dislike.,i have to be honest. my onc great fanatic for is turn into an equal great dislike.,-1.0,0.0,0.62973845,"Topic 3, Topic 1",test
{#ipodplayerpromo #ipod #ipad #itunes #apple #promo #ipodplayerpromo #ipod #ipad #itunes #apple #promo#ipodplayerpromo  @apple @itune},,0.0,0.0,0.778201,"Topic 5, Topic 6",test
@apple @nike #blackdollarsmatter: an open letter to the companies that support #lgbtq marriage equality/civil rights. ,an open letter to the compani that suppomarriag equalitycivil rights.,0.0,0.0,0.623588,"Topic 4, Topic 5",test
"shockingly, imessage on the desktop is fucked up again. great work, @apple. seriously, on point with network services as only you can do.","shockingly, imessag on the desktop is fuck up again. great work, . seriously, on point with network servic as onli you can do.",-1.0,-1.0,0.9782874,"Topic 1, Topic 5",test
certified by @zebra.  partnered with @apple business.  collaborated with @sap.  now... ,ceifi by . paner with business. collabor with . now...,0.0,0.0,0.778201,"Topic 5, Topic 6",test
"apple intraday comments - updated range,. - premium users  #aapl #stockaction #trading #stocks #mkt ","intraday comment updat range,. premium user",0.0,0.0,0.97522926,"Topic 1, Topic 4",test
rt @wagner_tim: @robconeybeer: you need an ip portfolio to defend against big companies - just look at @samsung @apple court battles,you need an ip pofolio to defend against big compani just look at coubattl,0.0,0.0,0.7408229,"Topic 5, Topic 3",test
fuck my fucking phone its fucking tripping im fucking tired of this fucking bullshit   im holding you responsible @apple,fuck my fuck phone it fuck trip im fuck tire of thi fuck bullshit im hold you respons,-1.0,-1.0,0.9976186,"Topic 5, Topic 3",test
"c'mon @apple, you can do better! pic.twitter.com/zrjco2lejn","cmon , you can do better! pic.twitter.comzrjcolejn",0.0,0.0,0.47913864,"Topic 5, Topic 2",test
@onerepublic @apple follow me pls,follow me pl,0.0,0.0,0.8325449,"Topic 3, Topic 1",test
"@apple [#apple] #patents an #iphone drop protection mechanism that changes device .... (#tuesday, 2 #december) ","an drop protect mechan that chang devic .... ,",0.0,0.0,0.8224269,"Topic 5, Topic 6",test
#peterhewer @apple iphone 6 claimed to copy a chinese smartphone design. ouch  ,iphon claim to copi a chines smaphon design. ouch,-1.0,-1.0,0.57714677,"Topic 1, Topic 4",test
my iphone is fucked. thanks @apple and @ee what great help you were. where can i get a new iphone from?,my iphon is fucked. thank and what great help you were. where can i get a new iphon from?,-1.0,1.0,0.6846088,"Topic 4, Topic 5",test
cnbctv:  #cramer: #apple has no real competition #aapl ,cnbctv ha no real competit,1.0,0.0,0.6664045,"Topic 4, Topic 5",test
"looking down on the crazy george street, #sydney in the rain from the @apple genius bar....  ","look down on the crazi georg street, in the rain from the geniu bar....",0.0,0.0,0.781254,"Topic 3, Topic 6",test
"video shows size of 12.2-inch 'ipad air plus' mockup next to iphones, ipads, and macbook  #aapl","video show size of .inch ipad air plu mockup next to iphones, ipads, and macbook",0.0,0.0,0.8793984,"Topic 1, Topic 2",test
