labels,tweets
-1.0,@headxcreeps @apple fuck you apple
-1.0,3g is draining my battery fix this @apple
-1.0,@apple u used to b cool what happened
-1.0,"so here's the deal, i'm taking this phone and beating the shit out of it. fuck you @appstore @apple whatever your damn twitter is, fuck you"
0.0,"#iphone6plus vs. galaxy note 4: #has @apple [#apple] really snatched away the #phablet .... (#thursday, 4 #decem... "
0.0,@ace_kit_uk @office_nerd @apple is this deal still available?
-1.0,my notifications are so messed up thank u @apple
0.0,non-banks @google @apple @paypal @moven @venmo #fintech via @stevedenning can banks master disruptive innovation? 
-1.0,13% left what even is this shit @apple
0.0,@prettynumbers @teamcavuto @apple for so many reasons. 
-1.0,"dear @apple.  kindly fuck off with your .m4a format.  regards, music listeners everywhere."
1.0,"i'm happy now, thnx fags. @apple"
-1.0,apples earbuds are so fucking weak they literally cannot withstand any god damn damage i have wasted so much money fuck @apple
0.0,steve wozniak calls @apple's legendary garage 'a bit of a myth' 
0.0,apple launches ten holiday-themed itunes radio stations [ios blog]  #aapl
0.0,rt @jpdesloges: apple to support a new franchise of 500 ios stores in india $aapl #aapl 
0.0,@dannyrosin @apple it will be interesting to watch how/if this is resolved.
0.0,any one know how to retrieve deleted texts from iphone.  #apple @apple #textmessage
0.0,"#aapl:apple's iphone gained significant share in the us, japan, germany and ..."
1.0,you'll be back in my life soon @apple
0.0,"big spending by consumers on cyber monday  #cybermonday, #paypal, #apple, #aapl, #ebay, #walmart, #wmt, #sales,... "
-1.0,my iphone is fucked. thanks @apple and @ee what great help you were. where can i get a new iphone from?
-1.0,why does my phone suck so much @apple
0.0,"@apple [#apple] #loop: #iphone6s rumors, #jobs and wozniak's garage myth, iphone 6c .... (#saturday, 6 #december) "
0.0,ipad mini unboxing!:  via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing
0.0,@apple need to hurry up and make a middle finger emoji
-1.0,@facebook founder attacks @apple boss over 'ridiculous' comments 
0.0,hoping @firefox does not cave! @apple should allow other browser engines! #openup could soon come to ios techcrunch  
-1.0,rt @codygotms: @lihdior_ @apple fuck wrong witchall niggas ?
1.0,@appleofficialll @apple i can't say enough about how awesome apple has been. they've already processed a reorder for the phone that ups lost
-1.0,rt @laurrynk: dear @apple replace my phone my battery sucks
-1.0,f u @apple ur geniuses can suck my ass!
0.0,@apple #iphones of the future could save themselves when you drop them 
-1.0,@limfestival lolol. stupid phone. should say best and most varied. @apple sort this phone out. apols.
0.0,rt @donacamp: brass band at @apple store broadway #winterseve #nyc 
0.0,"apple watch's high-priced fashion focus on the mark, survey says $aapl #aapl "
0.0,from beyond the grave! rt @gma: jurors set 2 hear fr star witness at @apple trial: steve jobs.  
0.0,rt @laur_va: .@apple engineer makes printer from #lego  #makers 
-1.0,"ugh so annoyed, 3 chargers in the last 4 weeks i hate you @apple"
0.0,"#robots #fabricando #iphone, #ipad pro, @apple [#apple] watch, apple tv y el #.... (#sunday, 7 #december) "
-1.0,i hate it that my office email's not pushing emails now. it's fetching but on my settings it says push. #appleprobs #appleproblems @apple
-1.0,sign of utterly broken wifi driver: my @apple air sitting on my lap i'm desperate enough to read my email on my android phone
0.0,rt @thehill department cites 18th century federal law to get @apple to unlock iphones: 
0.0,could apple inc. sell 24 million apple watches in 2015? $aapl #aapl 
-1.0,@iambrozie @apple will it give me edward scissorhands length fingers? because then i might be able to use this!
0.0,iphones of the future could save themselves when you drop them  #aapl #smhq
0.0,thestreet:  corporate earnings to contract; short #apple: best of kass #aapl 
-1.0,"it's 2014, why doesn't itunes support .flac files? i mean at least be able to covert em. yall so fuckin petty @apple"
1.0,"the customer service from @apple  is the best. in for years having and enjoying their products, i have zero complains. thanks #apple"
0.0,um where's the mango emoji @apple
-1.0,it shouldn't take a whole week to replace my harddrive @apple this is ridiculous i have homework to do
0.0,@apple watch sdk and #monetizaton: why you should download #watchkit as soon as possible 
0.0,block trade detected in #aapl
0.0,"apple:dec 3 trading daily profit $1.85/sh, weekly profits of $15.22/sh  #aapl #stockaction #trading #stocks #mkt   "
-1.0,rt @hi_iamaaron: dear @apple can u please stop making yall chargers cheap pieces of shit i'm tired of having to replace them every 3 months
-1.0,@apple deleted music from customers' ipods 
-1.0,"me too. mt @msnarcissistic as a die hard @apple customer, i am truly displeased with the customer service i was given yesterday. #badservice"
0.0,#cnbc   how does that fat finger on #aapl look now!  #@bobpisani only a few days later
0.0,'@apple: what to expect in 2015' 
0.0,is apple the most important stock on earth?   #aapl 
0.0,"@archimage @apple seen a bunch of people tweeting about. search twitter, then dev forums. i don't remember solution."
1.0,"apple devices clobber androids on cyber monday, but the underdog is catching up $aapl #aapl "
0.0,#apple's #iphone6 international prices are higher than the us - forbes #aapl 
0.0,@stevewoz @amctheatres steve woz sits down with an @apple ii computer and @bloombergnews 
0.0,rt @smartoutsource1: steve wozniak calls @apple's legendary garage 'a bit of a myth' 
0.0,late apple inc. co-founder steve jobs 'testifies' in itunes case  #aapl
0.0,here's how jimmy iovine convinced #apple to buy #beats #aapl  
-1.0,iphone battery life takes the piss sort it out @apple iphone #iphone #apple 
-1.0,dear @apple. worst idea ever. fix it. 
-1.0,"@apple, for the love of gawd, center the '1'on the damn calendar app. you fixed it once, its back, off center, again! "
0.0,"#iphone6c release date, #rumours and #leaked images: @apple [#apple] said to #be working .... (#friday, 5 #decem... "
0.0,technical observation of the day: tested the 20 dma on apple $aapl #aapl 
-1.0,rt @mariah_reagan: '@jamesloera: @mariah_reagan true.. silly iphone' @apple get your life together
1.0,always so impressed with the customer service at the @apple store square one. my laptop works again and didn't cost me a dime!
-1.0,"if you listen to @apple, you'd think the only way to keep your brain sharp is thru certain apps they provide/sell. uh...reading, muhfugs"
0.0,@onerepublic @apple follow me pls
-1.0,"yo @apple wtf is wrong with you people? make it easier to delete contacts already, gosh damn it!!!"
0.0,rt @jpdesloges: crystal baller: rebirth of the 4-inch iphone and other insane apple rumors $aapl #aapl 
0.0,"#iphone #users face big change over @apple [#apple]'s google search choice. (#monday, 1 #december) "
-1.0,my phone is plugged in and losing battery. thanks @apple
-1.0,"@apple, why i cannot alt+tab back to full screen app!? grrrr! #usability"
0.0,"apple's first patent reassignment from primesense buy hints at 3d mapping on apple tv, iphone $aapl #aapl "
-1.0,@apple my app store aint working. y??
-1.0,i seriously f-ing hate this new version of @apple itunes. spend hours trying to figure out how to synch w/o deleting everything.
-1.0,last night i had like 10 more apps than i do now. what's up with that @apple  i hate you
0.0,#apple - #samsung back in courts @apple  @samsungmobile 
0.0,we will be in room 1215 at 3:15 today presenting on our experience with @apple dep and @jamfsoftware   #herewegolakers
-1.0,my phone keeps fucking freezing @apple
-1.0,rt @hf: @imcatnoone @apple or you can't even sync folders
-1.0,@apple contact sync between yosemite and ios8 is seriously screwed up. it used to be much more stable in the past. #icloud #isync
-1.0,rt @allisonsalz: when you request custom gift wrap from @apple ... don't do it ... 
-1.0,this happened to me several times!! fuck you @apple deleted rivals' music from ipods for years... @mailonline
0.0,#aapl #ipadair2 rt @waltmossberg apple unveils new ipad air 2 ads   via @kurtwagner8 
0.0,is apple the most important stock on earth?   #aapl 
0.0,"#aapl:watch list: at&amp;t (nyse:t), apple (nasdaq:aapl), pandora media inc (nys..."
0.0,@apple ibooks picks operation paperclip as one of the top ten nonfiction books of the year.  #bestbook2014 #ibooks2014
-1.0,it's done well but my '04 @apple 40gb #ipod photo has possible come to an end after 10yrs. battery won't charge! :( 
-1.0,@apple made it clear today that i as a customer are not worth a measly $79!! an employee gave mis info and they will not stand behind it
0.0,rt @muchtech: @apple planning to open 500 istores in india :
0.0,apple details an elaborate transit navigation system in patent applications $aapl #aapl 
-1.0,"@apple ima need yall to get your shit together, my phone is fucking up something serious"
0.0,"rt @jpdesloges: apple watch on track for february 2015 release, testing underway [rumour]  $aapl #aapl "
0.0,@swift_addiction: lol @apple quicktime movs
-1.0,@apple #fail - since updating my #ipad #os there is a #bug that does not delete videos and free up memory forcing... 
0.0,"allowing @apple final creative authority, @chase will debut the first spot featuring #applepay this week. "
0.0,rt @jpdesloges: apple - fibonacci technicals levels - intraday  update - $aapl #aapl  
-1.0,rt @shuevey: fuck you @apple
-1.0,@apple last time i checked i thought i bought a iphone 6 not a slippery ass bar of soap disguised as one. i didnt deserve this
0.0,is it time to buy the dip in apple inc. stock? $aapl #aapl 
0.0,. @mattz62 we'll find out when i go to the @apple store and see what they say.
0.0,"mark #zuckerberg defends free #facebook, fires back at @apple and @ello "
0.0,apple: quarter 2014q3 eps is $1.42. use it at #free app donkey stocks. #aapl 
-1.0,"seriously wtf iphone. it's been fucking up all day, now it won't let me set my alarm for my 9:30 lecture. fkn @apple you can pay my tuition"
0.0,iphone 6 plus makes up 41% of large phone sales as iphone 6 leads ios devices [ios blog]  #aapl
-1.0,the pop up message box on iphones is terrible @apple
-1.0,"hey @apple, my iphone 6 was fully charged at 7:30 am. now it's on 20%. is that a common battery life?"
0.0,"morgan stanley sells apple inc., but aapl stock still a buy  #aapl"
0.0,@zagkmerrick @apple do they edn have a twitter
-1.0,@azakfeverafc phone is awful. why is there a green line? need a new one. @apple sort it out. not on. af
-1.0,get rich quick as a criminal #capitalist. steal your client's products. #apple #technology   @apple
0.0,"#will @apple [#apple] head back to #jobs ideology with 4in #iphone6s?. (#monday, 8 #december) "
1.0,enjoying the introductions at the @apple #connected launch event.  some amazing #edtech leaders in the room.  #txed
0.0,"the discontinued ipod classic is selling for up to $1,000 online $aapl #aapl "
-1.0,@samsung is way better than @apple
-1.0,@smiiingbarakat @apple yeah apple ur slackin
-1.0,fuck my fucking phone its fucking tripping im fucking tired of this fucking bullshit   im holding you responsible @apple
-1.0,@bestbuysupport now i'm being told because it was an @apple product the price can't be overrided. must pay full price then call back for an
-1.0,"iphones are mad sensitive bro, if it's too cold, it dies even with a lot of battery left. if it's too hot, it shuts down as well smfh @apple"
0.0,details of the apple inc. ipad mini 4 revealed  #aapl
0.0,"rt @theywantvonnie: dear @apple  can you please create a middle finger emoji asap sincerely, all iphone users"
0.0,"best of #stakeholderengagement in '14: @thenorthface + @fourpawsuk, @cargill + @theforesttrust, @apple + @greenpeace. "
0.0,new details on @apple's giant-sized #ipad might have just leaked  via @inc
0.0,@stevewoz watcha doing there with the soldering iron woz at @bloombergnews  and the @apple ii computer are you swapping caps?
0.0,#aapl:don't confuse morgan stanley decreasing apple's weighting by 1% with b...
1.0,@onerepublic @apple wow that's amazing
-1.0,hey @apple can i catch a fucking maverick of a wave on an iphone? didn't think so. #surfsupsamsung
-1.0,literally have been trying to get my @apple id re-enabled since november. why in the actual fuck is this so difficult?
-1.0,@apple sometimes i have to restart my phone to make siri do speak selection and it's annoying #fixit
-1.0,@apple don't delete music off of my iphone that i payed good money for
0.0,apple's pt raised by citigroup inc. to $135.00.  $aapl #aapl
-1.0,@apple get your shit together.
1.0,rt @_iamgambino: thank you @apple
-1.0,@shelovesquez fuck @apple i'm get a note
0.0,apple inc. (aapl) focuses on larger indian market share  #aapl
0.0,"#iphone6plus review: #a new dawn for @apple [#apple]'s #iphone. (#thursday, 4 #december) "
0.0,will apple inc.'s profit margin continue upward?  #aapl
0.0,"#top #iphone and #ipad games of #2014: @apple [#apple] names monument valley &amp; #threes. (#tuesday, 9 #december) "
0.0,"apple adds new apple tv channels for ufc, the scene, fusion, and dailymotion  #aapl"
-1.0,idk if it's my phone or what ! ip6 ain't shit but problems. @apple fix this shit !!
0.0,@apple #ceo @tim_cook to be namesake of alabama anti-discrimination bill 
0.0,"#ubs #increases @apple [#apple]'s #iphone6 sales, #revenue and eps. (#friday, 5 #december) "
0.0,rt @jodispicer: #whoknew why isn't @apple on twitter?  #interestingfact #passingthetime
0.0,"#aapl:after-hours buzz: apple, bob evans farms &amp; more..."
-1.0,that annoying moment when you realise that your @apple  #iphone6 has a bend in it on one side ='[
-1.0,really pissed at @apple . trying to edit video and can't convert files due to not having the mpeg 2 component anymore because of os update.
0.0,"#iphone6s to #emerge spring 2015 with @apple [#apple] watch?. (#tuesday, 2 #december) "
1.0,this is why i moved over to @apple... 
0.0,#aapl:iphone 7 rumors: might be called iphone 6s; come in 3 styles...
0.0,what is homekit? soon you'll control your home with your iphone $aapl #aapl 
0.0,insight from apple's time cook  @tim_cook @apple #apple #iphone6 #google #microsoft 
-1.0,"rt @prozacnation_: 11am and 20% battery. die, @apple"
0.0,our @apple watch prototype for the male couch potato @smithandbeta @clorox  @zemanta #digidaydbs 
1.0,cool 90 minutes later i now have yosemite x on macbook not bad for an almost 10 year old computer still run strong @apple #winning
0.0,lastpass debuts 'auto-password change' feature for easy password changes [mac blog]  #aapl
0.0,aye @apple why don't you guys make the apple headphones in different colors?
0.0,"#aapl:apple loop: iphone 6s rumors, jobs and wozniak's garage myth, iphone 6..."
-1.0,@apple make a fucking phone so the screen doesn't break.  i want my phone to be naked and free.
-1.0,my phone was on 19 percent and then it shut off okay @apple fuck you
1.0,apple inc. ceo donates $291k to pennsylvania school district  #aapl
-1.0,why isnt group facetime a thing @apple wtf
0.0,can we have 3-way calling on facetime calls and the ability to move between devices seamlessly @apple @timcook @god
0.0,@waywardhem @nheagy @apple i was thinking about this the other day. i wish it would come true.
1.0,i love @airmiles! between @chaptersindigo &amp; @apple i earned ~200 miles during the #blackfriday sale! #freemoney #centsability #cybermonday
0.0,@tschwettman @apple what about m e
0.0,rt @wagner_tim: @robconeybeer: you need an ip portfolio to defend against big companies - just look at @samsung @apple court battles
0.0,#aapl:pacific crest's apple analyst reiterates selling some shares...
-1.0,autocorrect changes actual words to other words but when i spell an actual word wrong it doesn't correct it? fuck yall niggas @apple
-1.0,@jakeflem @apple yes it seems to fix it good the first time and then as time passes it deterioates until you have to change logic board
-1.0,@illogikal @apple nigga fuck yo couch lol
-1.0,hey @apple why won't you let me facetime claire stop being rude
-1.0,"between 07 &amp; 09, @apple deleted #music off of some customers' ipods without telling them  "
-1.0,@apple get your shit together with group chats on ios8
-1.0,congrats @apple on making an iphone recording drm protected so we can't play it anywhere we want #fail
0.0,"#verr?cktes #ger?cht: #iphone6s zum @apple [#apple] watch. (#tuesday, 2 #december) "
0.0,apple returns cash to shareholders because it's out of ideas on how to invest it $aapl #aapl 
0.0,rt @cl4yt0n_c00p3r: there needs to be a texas flag emoji @apple
-1.0,"@apple, you made a mistake. now it椰s time to replace or fix all 2011 macbook pro with graphics failure. #mbp2011  "
-1.0,rt @mrushh: hey @apple why is my phone dying when it's on the charger  ur stuff sucks
-1.0,rt @justpoetic_: why the fuck is there a 'recently deleted' photo album? @apple
0.0,@onerepublic @apple it's so crazy haha guys can you follow me? please
0.0,"apple inc. price at close, december 03, 2014, is 115.95. #apple #aapl"
0.0,"#aapl:update 1-taiwan nov export growth tops expectations, despite china wea..."
-1.0,@blackberry i kinda feel sorry for @apple tho. #goodjob with your last product guys!
-1.0,"as a die hard @apple customer, i must say i am truly displeased with the customer service i was given yesterday. #badservice #apple"
0.0,"breaking $aapl 'buy' reiterated,  target set to $143 by cantor $aapl brief explanation here:   #aapl"
0.0,apple - fibonacci technicals levels -last  intraday  update - $aapl #aapl  
-1.0,seriously?! @apple that stupid add of the macbook with the different stickers you can put on it?! i hate how gullible people can be.
-1.0,@fazenikan @apple @applenws @appstore i know my iphone  dies at like 20%
1.0,goodbye graphics problems. thank you @apple for such great customer service. 
0.0,"hey @apple - hundreds of  black, white, brown, yellow #ericgarner protestors bum-rushed yo store to stage a die-in &amp; nothing was stolen. xo"
0.0,get ready for an unbreakable #apple #iphone | investorplace #aapl 
0.0,rt @nydailynews steve wozniak @stevewoz reveals that @apple did not start in a garage.   
-1.0,@onerepublic @apple that's what i was thinking today! after nearly two years mine only lasts for four hours now :(
-1.0,chinese smartphone maker claims #apple copied iphone 6 design -  #aapl #android
0.0,"@brandivatemktg @apple - integrity cures most evils. #mfi, in this case, will too!"
-1.0,apple acted unfairly in suppressing digital music competition: paul kedrosky $aapl #aapl 
-1.0,for some odd reason i can't re-add 1989 on my phone. @apple stop depriving me of my jams
-1.0,"rt @proto_zsay: what maketh thee of this pesky 'b' that appears at the end of people's text messages, @apple @tim_cook?"
-1.0,"my macbook pro is now as annoying as my asus windows 8 computer. freezing, laggy, etc.  so much for @apple's excellence."
-1.0,@apple please work on being able to still use your phone when someone calls you so i can successfully ignore my moms call while on twitter
0.0,how @apple handles their #customerserviceexperience 
0.0,aw yeah! monarchywpb sticker to ride with @rhyot boommovement and @apple 
-1.0,rt @breyythatsmee: i have 170 pictures and my storage is full @apple get it together
0.0,it looks like i have a software update saved in my storage on my iphone. can i delete this or do i need it? @apple #applesupport
-1.0,@apple loses appeal to trademark 'app store' in #australia 
0.0,"in other news, @uber raised at $40 bill pre, @apple has $164.5 bill in cash. good times in the valley! no, wait... "
1.0,"@apple, i salut you! @kcdenton's photo "
0.0,apple ceo tim cook comes out as gay @apple     via @posh360_net
1.0,"kantar: iphone 6 helps apple gain share over android, iphone 5c outselling iphone 6 plus in us $aapl #aapl "
1.0,rt @jpdesloges: kantar worldpanel: iphone sales in october were 'huge' $aapl #aapl 
0.0,@onerepublic @apple @jksontheradio legit thought that was you in this pic!
-1.0,@sealskevin @teamcavuto @apple hopefully endangering their own lives!
0.0,"rt @jpdesloges: apple to build major new r&amp;d facility in japan, prime minister reveals $aapl #aapl "
-1.0,just overheard an @apple employee tell some1 not to use capital letters in their password cause it will be easier to remember! #applefail
0.0,apple's pt raised by jmp securities to $150.00. outperform rating.  $aapl #aapl
0.0,intel and inevitability -  #aapl #intc #mchp
0.0,"apple ceo tim cook talks technology with senator orrin hatch during washington, d.c. trip  #aapl"
0.0,rt @mariabartiromo: apple breaks $700b market cap  @apple @openingbellfbn @foxbusiness @mblockrhino  #johnspallanzani
1.0,"fantastic service today @apple store touchwood - thanks to all, &amp; esp zach for sorting my battery problem so quickly &amp; efficiently."
-1.0,this is the 6th charger i've had to buy for my mac and they gave me the wrong one @apple #applesuport fix this wrongdoing give me a free one
0.0,@wdtuts @baxleyglass does because one belongs to @apple and the other to @ang and the third is from @adobe via #employeediscount.
0.0,. @stevewoz: passion for engineering/design at the heart of what he did for @apple.  via @bloombergtv
0.0,see which 11 guru fund managers hold #apple #aapl 
0.0,3 reasons #apple is a potential warren buffett stock and 1 reason it isn't | the motley fool #aapl 
-1.0,rt @lawkitson: wut? @apple can i have my money back? kthx 
-1.0,"@apple bought a new iphone 6, never gets reception in the same places my 4s did and battery life is worse. #nomoreapple"
0.0,here's @apple's picks for best apps and games of 2014. 
0.0,#aapl:apple is building a $161 million theatre...
0.0,"rt @jpdesloges: iphone 6 makes ios a success in the uk, but android fights back in japan $aapl #aapl "
-1.0,@nigxnog @apple bruh that means u type that a lot u fuckin punk bitch
0.0,"apple inc. price at close, december 08, 2014, is 112.4. #apple #aapl"
0.0,why @apple don't got layaway lol i need an imac man
-1.0,rt @ecofantasy: thinking of upgrading to #yosemite? think twice   it's not for everyone. rt #asmsg @apple
0.0,rt @ratingsnetwork: apple's pt raised by canaccord genuity to $135.00. buy rating.  $aapl #aapl
0.0,technology news: @apple trial to feature unseen late #stevejobs video deposition 
-1.0,my @apple power cord caught on fire!   yet another non-travelling power cord i have less than a year.  #applecordfire 
0.0,#aapl:apple inc. (aapl): is the run over?...
-1.0,@apple your chargers suck ass! they just love to break!
0.0,3 more #applewatch details exposed #aapl 
-1.0,@apple deleted users' non-#itunes music and didn't tell them about it  via @appy_geek #apple #music
0.0,"iphon6 rivals by samsung, lg,htc suffering delays in qualcomm's 64-bit snapdragon answer to apple's a8  $aapl #aapl "
-1.0,#aapl:corrupt apple exec sentenced to 1 year in prison...
1.0,@attcares i want to stay with @apple  me and @samsungmobile don't get along
1.0,thanks @apple for the preview of your smartwatch. #fitnesstracker #quantifiedself #iot 
1.0,#aapl:apple donating portion of profit to fight against aids...
-1.0,lmfao rt @hellvcopter: cocky ass apple. i was talking bout da fruit. fuck you. @apple 
0.0,is apple the most important stock on earth?   #aapl 
-1.0,@wearsy on apple you seem to need a us bank card to do that.  @apple i hate you
-1.0,can someone @apple tell me why i now have to reset my appletv every other day? interesting that there's a ir remote code to reset the box.
0.0,"final #aapl #putcallratios for wednesday, december 3, 2014 "
-1.0,"my spellcheck makes me wanna stab somebody, that isn't the fuckin word i wanted to use @apple"
0.0,here are the main differences between #apple #carplay and #androidauto #aapl #goog  
0.0,certified by @zebra.  partnered with @apple business.  collaborated with @sap.  now... 
-1.0,well imessage doesn't work thanks @apple
0.0,#aapl:a lawsuit asks whether apple used itunes for price-fixing...
-1.0,you pieces of shit @apple!  god damnit man!
0.0,"final #aapl #putcallratios for monday, december 8, 2014 "
1.0,completely in love with my @apple #iphone6 right now. playing with my #newphone &amp; digging into some @pappajohns. day=complete #pizza
0.0,cnbctv: #apple heads to trial #aapl 
-1.0,@apple ur products are shit they break 24/7 ur ruining my life
-1.0,@radbarakat @apple i domt think so
-1.0,why does @apple force people to use its vpn built in to ios8? off button doesn't work ffs. like i want apple's nsa data collection service.
-1.0,i thought this shit was suppose to be gorilla glass @apple
0.0,@buzz i sit home every friday night waiting for an invitation to join an @apple dev team.  (looks at his phone)   they'll call me one day.
1.0,thanks @apple store @robinatc for helping me out with my iphone today! great service with a smile. #apple
0.0,cnbc tv:  day 2: #apple antitrust trial  #aapl
-1.0,did anyone update their yosemite? my macbook is running like shit. @apple #apple
0.0,rt @missionir: is apple the most important stock on earth?   #aapl 
0.0,rt @jpdesloges: apple - fibonacci technicals levels -last  intraday  update - $aapl #aapl  
0.0,apple inc. (aapl) iphone 6 sales dent android market share  #aapl
-1.0,yo i didnt touch my phone at all and right when i disconnected it from the charger it went down 3% @apple we are gonna scrap right now
-1.0,hey @apple the keyboard on my phone is all sorts of drunk this morning send help pls thx
0.0,elgato launches thunderbolt 2 dock with 4k resolution support [mac blog]  #aapl
-1.0,@apple #ios8 the lack of true keyboard integration is killing me! half-assed implementations aren't solutions!
-1.0,rt @laura_kate8: why do i have 5 group messages with the same people. @apple
0.0,"apple: canaccord, merrill up targets on iphone cycle; mostly priced into the stock, says pac crest $aapl #aapl "
-1.0,@sampepper can not believe that @apple are still with you given the nature of what u have been accused of.   disgusting.
0.0,"rt @onerepublic: studio at 45,000 ft.  one outlet,  4 computers.  @apple we need the batteries of the future now!!!! "
0.0,"rt @srig911: after #china, #russia may ban some @apple products, fearing #espionage:    "
-1.0,"so, on my iphone5, the @apple health kit is no longer gathering data.  sigh."
-1.0,dear @apple can yall please stop making yall chargers cheap pieces of shit i'm tired of having to replace them every 3 monthd
-1.0,rt @marisalovexox: my phone went from 78% to 21% @apple please tell me how that is mathematically possible
-1.0,@apple accused of deleting songs from #ipods without users' knowledge 
-1.0,@apple thanks for making the shittiest chargers
0.0,"'#trademark confusion: while @apple app store #trademark was rejected in australia, it's been approved in europe &amp;..."
1.0,"congrats to @apple, mary sotos @worldresources  for green power leadership awards at rem14 @greenemarktplc  "
-1.0,activation of airdrop on ios 8.1.1 kills wifi !! what have you done @apple ???
-1.0,any other #iphone6 users have a random #vertical #line showing up on their screen since #upgrading to #ios811? @apple
0.0,@renoxalex @apple or hang loose ???
-1.0,@weightsmate @apple total nightmare!!!! and they take a big slice of the cake !
-1.0,@apple u need to get ur fucking shit together and let me txt while on youtube
-1.0,"who in the hell @apple thought, let's put the volume display in front of a video. absolutely dumb. miss video every time you adjust volume."
-1.0,@jakeflem @apple we've previously had to deal with this issue it's really annoying. try to reset the nvram 
0.0,is #apple hedging its bets with another small #iphone? #aapl 
0.0,@apple ischool?  #education @applenws
-1.0,"y'all petty as hell, @apple..."
0.0,@apple needs an icreep app
1.0,rt @pyalot: @apple @appleios rolled out #webgl to #ios8 3 months ago and just overtook @google @android in webgl support levels.
0.0,rt @jpdesloges: apple - fibonacci technicals levels - last  intraday  update - $aapl #aapl  
0.0,apple: quarter 2014q3 eps is $1.42. use it at #free app donkey stocks. #aapl 
0.0,"@carlquintanilla thanks for all the #aapl coverage, we're all so deeply invested in this one stock; in my biz you can't ignore it...."
-1.0,rt @laura_kate8: why do i have 5 group messages with the same people. @apple
0.0,apple plans big india push with 500 stores $aapl #aapl 
-1.0,@swerviinnn @apple you are very hostile tn
-1.0,fuck all fuck it all im sooooo sleep fix your shit @apple
-1.0,why are your phone chargers so terrible @apple fix this @jesus
1.0,"#aapl ipad wins in ranking for best android tablets - seems reasonable, right? "
0.0,"fans scramble for #ipod classic, the music player #apple killed off #aapl  "
-1.0,@apple fix your ios8 garbage software mix in an update asap
-1.0,@fazenikan @apple i had the same thing. bought an iphone 5 when it came out and had to replace the battery after a month or two.
0.0,.@apple &amp; @google at work: the enterprise challenge - julie m. anderson via @informationweek  
0.0,cheap chromebooks teach apple a lesson: price matters $aapl #aapl 
-1.0,my laptop battery went straight from 60% to 3% @apple
-1.0,@ganondaif why is the quality so bad on these webcam pics excuse me @apple
0.0,my office for today #remotesupport #techlife @apple 
0.0,#jimcramer you used the same logic to explain #tol earnings during the paek in housing..its a retailer..#aapl just like #amzn  not tech.
0.0,when this  iwatch finna drop fam @apple
0.0,@mazeonpace @apple product line competes with itself. iphone6+ vs. ipad. who needs an ipad any longer!?
0.0,apple: market maker price range forecast update $aapl #aapl 
0.0,"@jakeflem @apple i had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4"
0.0,apple to open new research site in japan $aapl #aapl 
-1.0,@apple yo these new headphones i got with my 6 dont work so send me some new ones. ill dm u my address
-1.0,just been handed this @apple device to fix ..m.. owner doesn't fancy waiting .... #nowounder 
-1.0,google chromecast leapfrogs apple tv as the aging media player loses ground to rivals  #aapl
-1.0,"my keyboard only ever freezes up when i'm trying to talk to ian, @apple why do u hate the sophian"
0.0,#edgf14 jane horvath (director of global #privacy @apple) is speaking
0.0,twdancecenter #urbannutcracker @apple store in boylston st. @ 6.30pm. enjoy some #krumping . meet the director &amp; @russellferg
0.0,"torn between a @googlenexus, @samsungmobile note 4, or an @apple iphone...  lol jk apple, i have a soul. just need to save money for android"
0.0,apple ipod class action trial to continue temporarily without a plaintiff  $aapl #aapl 
0.0,apple antitrust case hangs in the balance -  @apple #antitrust #wow #ipod
-1.0,ive literally gone through 5 iphone 5 cords in a little over a year @apple fix this you all suck
0.0,"video shows size of 12.2-inch 'ipad air plus' mockup next to iphones, ipads, and macbook  #aapl"
0.0,#iscuba 360 degree camera rig cloud mobile gamed to surface #imask @google @padi @apple @samsung @htc #underwaterwearables #cardboard #pivot
-1.0,"i hate my phone, i can't use it it's gone completely silent, and if i were to call @apple i would get even less help than i get now."
0.0,@apple #ipod lawsuit will reveal unseen steve jobs video 
0.0,#aapl:4-inch iphone 6: five reasons apple won't make it...
-1.0,i have no more storage left. fuck you @apple
-1.0,your ipad game just got shut way down. like 24k gold way down.  (cc: @apple)
-1.0,why the fuck are all my messages being sent through my email and not phone number @apple
1.0,"yeah +1 thing i'm inspired by is apple of course. so, apple++. here is tv ad from 2002:  @apple #tvad"
-1.0,i could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh
0.0,@onerepublic @apple working hard for album 4
0.0,steve jobs defends apple from the grave in ipod lawsuit  $aapl #aapl 
1.0,great fcp x update from @apple today. that will do nicely! #video # editing
-1.0,that's what happened to my music! @apple deleted music from customers' ipods 
-1.0,@matt_garber @levifig @dcurtis hah. i wasn't defending it. but this is @apple and they don't understand the internet.
-1.0,my phones been charging for an hour but it keeps losing percentage?? get ur shit together @apple
-1.0,done with this iphone 6 plus apple or sprint giving me my bread back. trash ass phone full of fuck ups @sprint @apple
0.0,explore all the apple rumours for 2015  #apple2015 #techireland @apple 
-1.0,s/o to @apple for charging me for two ringtones and then not letting me use them. #thanksobama
0.0,wouldn't be a bad idea to bring back the tap to tweet function guys @apple @twitter
0.0,yo @apple i didn't need a subject line for my text &amp; imessages folk.
